title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len,pred,pred_l
Škoda Auto,107135,23,It also started manufacturing cars in cooperation with Hispano-Suiza.,delete,[],24,0.5853658536585366,3,41,#,-1
Škoda Auto,107135,24,Most of the later production took place under Škoda's name.,rephrase,['Most things made later were under the Škoda name.'],24,0.6097560975609756,4,41,#,-1
Škoda Auto,107135,25,An assembly line was used for production from 1930 onwards.,delete,[],25,0.6341463414634146,4,41,#,-1
Škoda Auto,107135,26,"In the same year a formal spin-off of the car manufacture into a new company, ""Akciová společnost pro automobilový průmysl"" or abbreviated ""ASAP"", took place.",delete,[],25,0.6585365853658537,4,41,#,-1
Škoda Auto,107135,27,ASAP remained a wholly owned subsidiary of the Škoda Works and continued to sell cars under the Škoda marque.,delete,[],25,0.6829268292682927,4,41,#,-1
Škoda Auto,107135,28,"Apart from the factory in Mladá Boleslav it included also the firm's representation, sales offices and services, as well as a central workshop in Prague.",delete,[],25,0.7073170731707317,4,41,#,-1
Škoda Auto,107135,29,"At the time, the car factory in Mladá Boleslav covered an area of 215,000 square metres and employed 3,750 blue-collar and 500 white-collar workers.",delete,[],25,0.7317073170731707,4,41,#,-1
Škoda Auto,107135,30,"After a decline caused by the economic depression, Škoda introduced a new line of cars in the 1930s which significantly differed from its previous products.",rephrase,['Škoda was successful again after an economic depression.'],25,0.7560975609756098,4,41,#,-1
Škoda Auto,107135,31,A new design of chassis with backbone tube and all-around independent suspension was developed under the leadership of chief engineer Vladimír Matouš and modelled on the one first introduced by Hans Ledwinka in Tatra.,delete,[],26,0.7804878048780488,4,41,#,-1
Škoda Auto,107135,32,"First used on model Škoda 420 Standard in 1933, it aimed at solving insufficient torsional stiffness of the ladder frame.",delete,[],26,0.8048780487804879,5,41,#,-1
Škoda Auto,107135,33,"During the occupation of Czechoslovakia in World War II the Škoda Works were turned into part of the ""Reichswerke Hermann Göring"" serving the German war effort by producing components for military terrain vehicles, military planes, other weapon components and cartridge cases.",rephrase,"['During World War II, when Nazi Germany had invaded Czechoslovakia, the Škoda works was turned into part of ""Reichswerke Hermann Göring"".']",26,0.8292682926829268,5,41,#,-1
Škoda Auto,107135,34,"Vehicle output decreased from 7,052 in 1939 to 683 in 1944, of which only 35 were passenger cars.",delete,[],27,0.8536585365853658,5,41,#,-1
Škoda Auto,107135,35,A total of 316 trucks were produced between January and May 1945.,delete,[],27,0.8780487804878049,5,41,#,-1
Škoda Auto,107135,36,The UK and US air forces bombed the Škoda works repeatedly between 1940 and 1945.,delete,[],27,0.902439024390244,5,41,#,-1
Škoda Auto,107135,37,"The final massive air raid took place on 25 April 1945 and resulted in almost the complete destruction of the Škoda armament works and about 1,000 dead or injured.",delete,[],27,0.926829268292683,5,41,#,-1
Škoda Auto,107135,38,"In 2017 Auto Shanghai, Škoda displayed its Vision E concept for an all-electric 300bhp coupé-SUV, with level 3 autonomy capability and 500 km range.",delete,[],27,0.951219512195122,5,41,#,-1
Škoda Auto,107135,39,It is based on the VW MEB platform and Škoda Auto will also manufacture electric-vehicle batteries for the Volkswagen Group in its facility in the Czech Republic.,rephrase,['It is based in the Czech Republic.'],27,0.975609756097561,5,41,#,-1
Škoda Auto,107135,40,"The second development stage, the Škoda Vision iV was revealed in March 2019 and is planned to be on sale from the second half of 2020.",delete,[],28,1.0,5,41,#,-1
French Chess Championship,107305,0,"The French Chess Championship is the annual, national chess tournament of France.",ignore,['The French Chess Championship is the annual national chess tournament of France.'],0,0.2,1,5,,3
French Chess Championship,107305,1,"It was officially first played in 1923 after the formation of the ""Fédération Française des Echecs"" in 1921.",ignore,"['It was officially first played in 1923 after the formation of the ""Fédération Française des Echecs"" in 1921.']",1,0.4,2,5,#,-1
French Chess Championship,107305,2,"The first unofficial national tournament was played in 1880, in the Café de la Régence, where further edition were held in 1881 and 1883.",ignore,"['The first unofficial national tournament was played in 1880, in the Café de la Régence, where further events were held in 1881 and 1883.']",2,0.6,3,5,#,-1
French Chess Championship,107305,3,The 1903 and 1914 tournaments were the first real predecessors of the official championship.,ignore,['The 1903 and 1914 tournaments were the first real predecessors of the official championship.'],3,0.8,4,5,#,-1
French Chess Championship,107305,4,"They ran under the name ""Championnat de France des amateurs"" (Championship of the chess enthusiasts).",ignore,"['They ran under the name ""Championnat de France des amateurs"" (Championship of the chess enthusiasts).']",4,1.0,5,5,#,-1
Kolbingen,107324,0,Kolbingen is a town in the district of Tuttlingen in Baden-Württemberg in Germany.,rephrase,['Kolbingen is a municipality in the district of Tuttlingen in Baden-Württemberg in Germany.'],0,0.3333333333333333,2,3,Klemke is a town in Baden-Wuhershersen in Germany.,1
Kolbingen,107324,1,It is situated about 15 km northeast of Tuttlingen and 7 km from Mühlheim an der Donau.,ignore,['It is about 15 km northeast of Tuttlingen and 7 km from Mühlheim an der Donau.'],1,0.6666666666666666,4,3,#,-1
Kolbingen,107324,2,To help people to help themselves Württemberg plant alley of fruit-trees.(,delete,[],2,1.0,5,3,#,-1
Cult of Domesticity,107569,0,The Culture of Domesticity (often shortened to Cult of Domesticity) or Cult of True Womanhood is a term used by historians to describe what they consider to have been a prevailing value system among the upper and middle classes during the 19th Century in the United States and the United Kingdom.,rephrase,"['The cult of domesticity, also known as the cult of true womanhood, is an opinion about women in the 1800s.']",0,0.5,3,2,It is used by historians to describe what they consider to have been a system that worked well for the upper and middle classes during the 19th Century. It was often shortened to Cult of domestity or Cult of True Womanhood.,2
Cult of Domesticity,107569,1,"This value system emphasized new ideas of femininity, the woman's role within the home and the dynamics of work and family.",delete,[],1,1.0,5,2,#,-1
Bill Schuette,107583,0,"William Duncan Schuette ( ; born October 13, 1953) is an American lawyer and politician who served as the 53rd attorney general of Michigan from 2011 to 2019.",ssplit,"['William Duncan Schuette ( ; born October 13, 1953) is an American politician and lawyer.', 'He is the 53rd and current Attorney General of Michigan.']",0,0.5,3,2,"Duncan Schuette was born October 13, 1953. He is an American lawyer and politician. He served as the 53rd attorney general of Michigan from 2011 to 2019.",2
Bill Schuette,107583,1,"He was the unsuccessful Republican nominee for Governor of Michigan in the 2018 gubernatorial election, losing to Democrat Gretchen Whitmer.",rephrase,['He was the Republican nominee for Governor of Michigan in the 2018 gubernatorial election loosing to Gretchen Whitmer.'],2,1.0,5,2,#,-1
Enrique Agudo,107704,0,Enrique Agudo Camacho (born 1 January 1967 in Tarragona) is a class 10 table tennis player from Spain.,rephrase,"['Enrique Agudo Camacho (born January 1, 1967 in Tarragona) is a table tennis athlete from Spain.']",0,0.25,2,4,udo Camacho is a class 10 table tennis player from Spain.,1
Enrique Agudo,107704,1,"He played table tennis at the 1996, 2000 and 2004 Summer Paralympics.",rephrase,"['He played table tennis at the 1996 Summer Paralympics, 2000 Summer Paralympics and 2004 Summer Paralympics.']",1,0.5,3,4,#,-1
Enrique Agudo,107704,2,"In 1996, he finished third in the men's class 10 singles event.",ignore,"[""In 1996, he finished third in the men's Class 10 singles event.""]",2,0.75,4,4,#,-1
Enrique Agudo,107704,3,"In 2000, he finished third in the class 10 doubles event.",ignore,"['In 2000, he finished third in the Class 10 doubles event.']",3,1.0,5,4,#,-1
Discography,107813,0,"Discography is the study and cataloging of published sound recordings, often by specified artists or within identified musical genres.",rephrase,['Discography is the study and listing of sound recordings.'],0,0.2,1,5,,3
Discography,107813,1,"The exact information included varies depending on the type and scope of the discography, but a discography entry for a specific recording will often list such details as the names of the artists involved, the time and place of the recording, the title of the piece performed, release dates, chart positions, and sales figures.",delete,[],1,0.4,2,5,#,-1
Discography,107813,2,"The term ""discography"" was popularized in the 1930s by collectors of jazz records.",ignore,"['The term ""discography"" became popular in the 1930s by collectors of jazz records.']",1,0.6,3,5,#,-1
Discography,107813,3,"Jazz fans did research and self-published discographies about when jazz records were made and what musicians were on the records, as record companies did not commonly include that information on or with the records at that time.",ignore,"['Jazz fans did research and self-published discographies about when jazz records were made and what musicians were on the records, as record companies did not commonly include that information on/with the records at that time.']",2,0.8,4,5,#,-1
Discography,107813,4,"Two early jazz discographies were ""Rhythm on Record"" by Hilton Schleman and ""Hot Discography"" by Charles Delaunay.",delete,[],3,1.0,5,5,#,-1
Soupir,108006,0,Soupir is a commune in the Aisne department in Hauts-de-France in northern France.,ssplit,"['Soupir is a commune.', 'It is in the Picardie region in the Aisne department in north France.']",0,1.0,5,1,Soupir is a commune in Hauts-de- France in northern France.,1
Baja California Sur,108127,0,The state is home to the tourist resorts of Cabo San Lucas and San José del Cabo.,delete,[],0,0.25,2,4,The state is home to the tourist resorts of Cabo San Lucas and San Jose DeL Cabo.,0
Baja California Sur,108127,1,Its largest city and capital is La Paz.,rephrase,['Its capital is La Paz.'],0,0.5,3,4,#,-1
Baja California Sur,108127,2,"The state is the southern part of the Baja California Peninsula, located in the northwest of Mexico, part of the larger The Californias region of North America.",rephrase,['It is on the Baja California peninsula.'],1,0.75,4,4,#,-1
Baja California Sur,108127,3,"With a territory of 73,909 km2, it is about 750 km long and averages about 100 km wide.",delete,[],2,1.0,5,4,#,-1
Virieu-le-Petit,108329,0,Virieu-le-Petit is a former commune in the Ain department in eastern France.,rephrase,['Virieu-le-Petit is a former commune.'],0,0.5,3,2,Paul-Michel Virieu-le-Petit works with a commune in eastern France.,1
Virieu-le-Petit,108329,1,"On 1 January 2019, it was merged into the new commune Arvière-en-Valromey.",ignore,"['On 1 January 2019, it was merged into the new commune of Arvière-en-Valromey.']",1,1.0,5,2,#,-1
The Keg,108333,0,The Keg is a Canadian-owned chain of steakhouse restaurants and bars located in Canada and the United States.,ssplit,"['The Keg is a Canadian steakhouse chain of restaurants.', 'It has restaurants in both Canada and the United States.']",0,0.3333333333333333,2,3,,3
The Keg,108333,1,"The original ""The Keg and Cleaver"" restaurant was founded by George Tidball, in 1971, at a location in North Vancouver, British Columbia.",rephrase,"['It was started by George Tidball in North Vancouver, British Columbia in 1971.']",2,0.6666666666666666,4,3,#,-1
The Keg,108333,2,"By February 2018, The Keg had expanded to 160 locations in Canada and the United States, when Canadian food industry giant Cara Operations (now known as Recipe Unlimited) purchased the chain for $200 million, from then owners David Aisenstat (49%) and Fairfax Financial (51%).",delete,[],3,1.0,5,3,#,-1
Essonne,108446,0,Essonne (] ) is a French department in the region of Île-de-France.,rephrase,['Essonne is a department to the south of Paris in the Île-de-France region.'],0,0.5,3,2,[ Essonne] is a French department in the region of Iessitatingle-de- France.,0
Essonne,108446,1,It is named after the Essonne River.,delete,[],1,1.0,5,2,#,-1
Beaulon,108644,0,Beaulon is a commune in the Allier department in central France.,ssplit,"['Beaulon is a French commune.', 'It is in the Allier department in the center of France.']",0,1.0,5,1,Beaulon is a commune in the Allier department in France.,1
Shad Begum,108681,0,"Shad Begum is a social worker from Dir Lower, Pakistan.",rephrase,['Shad Begum (شاد بیگم) is a social worker from Pakistan.'],0,0.0714285714285714,1,14,"Begum is a social worker fromirs Lower, Pakistan.",0
Shad Begum,108681,1,She comes from a religious and middle class family.,rephrase,['Shad comes from a conservative and religious family.'],1,0.1428571428571428,1,14,#,-1
Shad Begum,108681,2,She is the first university-educated female in her family.,rephrase,['She is the first woman in her family to study in a university.'],2,0.2142857142857142,2,14,#,-1
Shad Begum,108681,3,"She says, she always got support from her father, brothers and husband for her social work.",rephrase,"['Shad says she always got support for her work from her father, her brothers, and her husband.']",3,0.2857142857142857,2,14,#,-1
Shad Begum,108681,4,Ms Shad founded the Association for Behaviour and Knowledge Transformation (ABKT) for the development of women in the area in 1994.,rephrase,"['In 1994, Shad started the Association for Behaviour and Knowledge Transformation (ABKT).']",4,0.3571428571428571,2,14,#,-1
Shad Begum,108681,5,Initially ABKT was known as Anjuman Behbood-i-Khawateen Talash.,delete,[],5,0.4285714285714285,3,14,#,-1
Shad Begum,108681,6,She faced many challenges and difficulties in the man dominated conservative society of the area.,rephrase,['Shad had many problems because the society is conservative and dominated by men.'],5,0.5,3,14,#,-1
Shad Begum,108681,7,She shifted the organization office to Peshawar when the Taliban rose in the area and she was threatened by unidentified militants.,rephrase,"['When the Taliban came to the area, Shad was threatened, so she moved the office to Peshawar.']",6,0.5714285714285714,3,14,#,-1
Shad Begum,108681,8,"The association has contributed in female education, political awareness and health improvement projects in the area.",rephrase,"['The organization helps women in the area with projects for education, politics, and health.']",7,0.6428571428571429,4,14,#,-1
Shad Begum,108681,9,"Furthermore, the association has also carried out projects like construction of hanging bridges, installation of hand pumps, sinking wells, paving streets, provision of small loans to local traders and capacity building of women at grassroots level.",rephrase,"['It also has projects for bridges, pumps, wells, streets, and loans for small business.']",8,0.7142857142857143,4,14,#,-1
Shad Begum,108681,10,The association gets funding from Pakistani and international agencies.,rephrase,['The association gets its money from the Pakistani government and from international groups.'],9,0.7857142857142857,4,14,#,-1
Shad Begum,108681,11,She was awarded with the International Women of Courage Award by the US First Lady Michelle Obama and the Secretary of State Hillary Clinton on Thursday 8 March 2012.,delete,[],10,0.8571428571428571,5,14,#,-1
Shad Begum,108681,12,The area where she comes from is very conservative and there are very few working women.,rephrase,['There are very few working women.'],10,0.9285714285714286,5,14,#,-1
Shad Begum,108681,13,She had requested several news reporters not to spread the news because of security reasons.,delete,[],11,1.0,5,14,#,-1
Allan Clarke (singer),109031,0,"Harold Allan Clarke (5 April 1942, Salford, Lancashire, England) is an English pop rock singer, who was one of the founding members and the original lead singer of The Hollies.",ssplit,"['Harold Allan Clarke (born 5 April 1942) is a retired English pop rock singer.', 'He was one of the founding members and the original lead singer of The Hollies.']",0,0.5,3,2,"Allan Clarke (5 April 1942, Salford, Lancashire, England) is an English pop rock singer. He was one of the founding members of the music company and the original lead singer of The Hollies.",2
Allan Clarke (singer),109031,1,"He retired from performing in 1999, and was inducted into the Rock and Roll Hall of Fame in 2010.",ssplit,"['He retired from performing in 1999.', 'He was inducted into the Rock and Roll Hall of Fame in 2010.']",2,1.0,5,2,#,-1
Versam,109243,0,Versam is a former municipality in the district of Surselva in the canton of Graubünden in Switzerland.,ignore,['Versam is a former municipality of the district of Surselva in the canton of Graubünden in Switzerland.'],0,0.5,3,2,,3
Versam,109243,1,"The municipalities of Valendas, Versam, Safien and Tenna merged on 1 January 2013 into the new municipality of Safiental.",rephrase,"['On 1 January 2013 the former municipalities of Versam, Valendas, Safien and Tenna merged into the new municipality of Safiental.']",1,1.0,5,2,#,-1
June Brown,109303,0,"June Muriel Brown, (born 16 February 1927) is an English actress, known for her role as Dot Cotton in the BBC soap opera ""EastEnders"" from 1985 onwards.",ssplit,"['June Muriel Brown, MBE (born 16 February 1927) is an English actress.', 'She is known for her role as Dot Cotton in the BBC soap opera ""EastEnders"" since 1985.']",0,0.5,3,2,Maybin was born 16 February 1927.,1
June Brown,109303,1,"In 2005, she won Best Actress at the Inside Soap Awards, and in the same year, also received the Lifetime Achievement award at the British Soap Awards.",delete,[],2,1.0,5,2,#,-1
Sajid Nawaz,109505,0,"Sajid Nawaz Khan ( ; born 25 March 1975) is a Pakistani politician who had been a member of the National Assembly of Pakistan, from June 2013 to May 2018.",rephrase,['Sajid Nawaz Khan (; born 25 March 1975) is a Pakistani politician and a member of the National Assembly of Pakistan since June 2013.'],0,0.1111111111111111,1,9,"Pakistan's prime minister, Sajid Nawaz Khan, was born 25 March 1975.",1
Sajid Nawaz,109505,1,Khan was born on 25 March 1975 to politician Haji Mohammad Nawaz.,rephrase,['Khan was born on 25 March 1975 CS1 maint: BOT: original-url status unknown (link) to a politician Haji Mohammad Nawaz.'],1,0.2222222222222222,2,9,#,-1
Sajid Nawaz,109505,2,He holds a degree of Master of Business Administration.,ignore,['He has a degree of Master of Business Administration.'],2,0.3333333333333333,2,9,#,-1
Sajid Nawaz,109505,3,He joined politics after the death of his father Haji Mohammad Nawaz.,ignore,['He joined politics after the death of his father Haji Mohammad Nawaz.'],3,0.4444444444444444,3,9,#,-1
Sajid Nawaz,109505,4,Khan ran for the seat of Provincial Assembly of Khyber Pakhtunkhwa as an independent candidate from Constituency PK-07 (Peshawar-VII) in 2008 Pakistani general election but was unsuccessful.,ignore,"['He ran for the seat of Provincial Assembly of Khyber Pakhtunkhwa as an independent candidate from constituency PF-7 (Peshawar-VII) in Pakistani general election, 2008 but was unsuccessful.']",4,0.5555555555555556,3,9,#,-1
Sajid Nawaz,109505,5,"He secured 2,038 and lost the seat to a candidate of Pakistan Peoples Party.",ignore,"['He got 2,038 and lost the seat to a candidate of Pakistan Peoples Party.']",5,0.6666666666666666,4,9,#,-1
Sajid Nawaz,109505,6,Khan later joined Pakistan Tehreek-e-Insaf (PTI) and was awarded a PTI ticket to run in 2013 Pakistani general election despite opposition from the PTI chapter in Khyber Pakhtunkhwa.,rephrase,['He later joined Pakistan Tehreek-e-Insaf (PTI) and was awarded a PTI ticket to run in 2013 election despite opposition from the PTI Khyber Pakhtunkhwa.'],6,0.7777777777777778,4,9,#,-1
Sajid Nawaz,109505,7,He was elected to the National Assembly of Pakistan as a candidate of PTI from Constituency NA-3 (Peshawar-III) in June 2013 election.,rephrase,"['He was elected to the National Assembly of Pakistan as a candidate of PTI from Constituency_NA-3 NA-3 (Peshawar-III) in Pakistani general election, 2013.']",7,0.8888888888888888,5,9,#,-1
Sajid Nawaz,109505,8,"He secured 66,528 votes and defeated Haji Ghulam Ali.",rephrase,"['He got 66,528 votes.']",8,1.0,5,9,#,-1
Tilly-sur-Seulles,109518,0,Tilly-sur-Seulles is a commune in the Calvados department in the Normandy region in northwestern France.,ssplit,"['Tilly-sur-Seulles is a commune.', 'It is found in the region Basse-Normandie in the Calvados department in the northwest of France.']",0,1.0,5,1,Tilly-sur-Seulles is a commune in northwestern France.,1
Lorraine Toussaint,109520,0,"Lorraine Toussaint (born April 4, 1960) is a Trinidadian-American actress and producer.",rephrase,"['Lorraine Toussaint (born April 4, 1960) is a Trinidadian-American movie and television actress, and producer.']",0,0.125,1,8,"Lorraine Toussaint was born April 4, 1960. She is an actress and producer.",2
Lorraine Toussaint,109520,1,"Toussaint began her career in theatre before supporting performances in films such as ""Breaking In"" (1989), ""Hudson Hawk"" (1991), and ""Dangerous Minds"" (1995).",rephrase,"['She was also in the movies ""Breaking In"" (1989), ""Hudson Hawk"" (1991), and ""Dangerous Minds"" (1995).']",1,0.25,2,8,#,-1
Lorraine Toussaint,109520,2,"As lead actress, she is best known for her role as Rene Jackson in the critically acclaimed Lifetime television drama series ""Any Day Now"", from 1998 to 2002, and her recurring role as defense attorney Shambala Green in the NBC legal drama ""Law & Order"".",rephrase,"['She is known for her role as Rene Jackson in the televison drama ""Any Day Now"" (1998-2002).']",2,0.375,2,8,#,-1
Lorraine Toussaint,109520,3,"Toussaint later appeared as a regular cast member in the NBC police procedural ""Crossing Jordan"" (2002–03) and the TNT crime drama ""Saving Grace"" (2007–10).",rephrase,"['Toussaint was also in the television series ""Crossing Jordan"" (2002-2003), ""Saving Grace"" (2007-2010) and ""Orange Is the New Black"" (2012).']",3,0.5,3,8,#,-1
Lorraine Toussaint,109520,4,"Toussaint has also made over 30 guest appearances on television, starred in a number of made-for-television movies, and had recurring roles in ""Ugly Betty"", ""Friday Night Lights"", ""Body of Proof"", and ""The Fosters"".",delete,[],4,0.625,4,8,#,-1
Lorraine Toussaint,109520,5,"She co-starred in the ABC fantasy-drama series ""Forever"" (2014–15), and recently co-starred in the Fox comedy-drama ""Rosewood"".",delete,[],4,0.75,4,8,#,-1
Lorraine Toussaint,109520,6,"Toussaint received critical acclaim and an Independent Spirit Award nomination for her performance in the 2012 drama film ""Middle of Nowhere"", written and directed by Ava DuVernay.",rephrase,"['For ""Middle of Nowhere"" (2012) she was nominated for a Independent Spirit Award for Best Supporting Actress.']",4,0.875,5,8,#,-1
Lorraine Toussaint,109520,7,"In 2014, she played the role of Yvonne ""Vee"" Parker, the main antagonist in the second season of the Netflix comedy-drama series ""Orange Is the New Black"", for which she received critical acclaim and a Critics' Choice Television Award for Best Supporting Actress in a Drama Series.",delete,[],5,1.0,5,8,#,-1
"Lakeville, Connecticut",109624,0,"Lakeville is a village and census-designated place in Litchfield County, Connecticut, bordering Dutchess County, New York.",rephrase,"['Lakeville is a village and census-designated place in Litchfield County, Connecticut.']",0,0.2,1,5,,3
"Lakeville, Connecticut",109624,1,It is within the area of the Town of Salisbury but has its own zip code (06039).,rephrase,['It is within the area of the Town of Salisbury.'],1,0.4,2,5,#,-1
"Lakeville, Connecticut",109624,2,It is southwest of Salisbury Village on U.S. Route 44.,ignore,['It is southwest of Salisbury Village on U.S. Route 44.'],2,0.6,3,5,#,-1
"Lakeville, Connecticut",109624,3,The Hotchkiss and Indian Mountain Schools are located in Lakeville.,delete,[],3,0.8,4,5,#,-1
"Lakeville, Connecticut",109624,4,New England's oldest Methodist congregation is in Lakeville.,ignore,"[""New England's oldest Methodist congregation is in Lakeville.""]",3,1.0,5,5,#,-1
Laocoön (El Greco),109724,0,The Laocoön is an oil painting created between 1610 and 1614 by Greek painter El Greco.,ssplit,"['Laocoön is an oil painting by El Greco.', 'It dates to 1604–1614.']",0,0.3333333333333333,2,3,The Laocoo mucicsn is an oil painting created between 1610 and 1614 by Greek painter El Greco.,0
Laocoön (El Greco),109724,1,"It is part of a collection at the National Gallery of Art in Washington, D.C..",rephrase,"['It hangs in the National Gallery of Art, Washington DC.']",2,0.6666666666666666,4,3,#,-1
Laocoön (El Greco),109724,2,El Greco's oil painting of Laocoön represents the influence of both classical mythology and artistry.,delete,[],3,1.0,5,3,#,-1
DuckDuckGo,109750,0,DuckDuckGo (DDG) is an internet search engine that emphasizes protecting searchers' privacy and avoiding the filter bubble of personalized search results.,rephrase,['Duckduckgo is a search engine made by Gabriel Weinberg.'],0,0.2,1,5,DuckGo is an Internet search engine. It emphasizes protecting searchers' privacy and avoiding the filter bubble of personalized search results.,2
DuckDuckGo,109750,1,"DuckDuckGo distinguishes itself from other search engines by not profiling its users and by showing all users the same search results for a given search term, and emphasizes returning the best results, rather than the most results, generating those results from over 400 individual sources, including crowdsourced sites such as Wikipedia, and other search engines like Bing, Yahoo!, and Yandex.",delete,[],1,0.4,2,5,#,-1
DuckDuckGo,109750,2,"As of August 2019, it had 44,196,092 daily direct searches on average.",rephrase,"['As of August 2019, it received 44,196,092 searches every day.']",1,0.6,3,5,#,-1
DuckDuckGo,109750,3,"The company is based in Paoli, Pennsylvania, in Greater Philadelphia, and has 67 employees as of July 2019 .",rephrase,"['It is headquartered in Paoli, Pennsylvania, USA.']",2,0.8,4,5,#,-1
DuckDuckGo,109750,4,"The company name is a reference to the children's game duck, duck, goose.",delete,[],3,1.0,5,5,#,-1
Beetlejuice,109894,0,"Beetlejuice is a 1988 American fantasy-comedy-horror film directed by Tim Burton, produced by The Geffen Company and distributed by Warner Bros.",rephrase,['Beetlejuice is a 1988 American fantasy-comedy-horror movie directed by Tim Burton.'],0,0.125,1,8,juice is a 1988 American fantasy-comedy-horrible film directed by Tim Burton.,1
Beetlejuice,109894,1,"The plot revolves around a recently deceased young couple (Alec Baldwin and Geena Davis) who become ghosts haunting their former home, and an obnoxious, devious poltergeist named Betelgeuse (pronounced and occasionally spelled Beetlejuice in the movie and portrayed by Michael Keaton) from the Netherworld who tries to scare away the new inhabitants (Catherine O'Hara, Jeffrey Jones, and Winona Ryder) permanently.",rephrase,"['The movie stars Alec Baldwin, Geena Davis, Winona Ryder and Michael Keaton as Beetlejuice.']",1,0.25,2,8,#,-1
Beetlejuice,109894,2,Barbara and Adam Maitland decide to spend their vacation decorating their idyllic Connecticut country home.,rephrase,['Barbara (Geena Davis) and Adam (Alec Baldwin) Maitland decide to spend their holiday decorating their New England country home.'],2,0.375,2,8,#,-1
Beetlejuice,109894,3,"Relative Jane Butterfield, a pushy real estate agent, hounds them with purchase offers that she solicits against their will.",delete,[],3,0.5,3,8,#,-1
Beetlejuice,109894,4,"As the two are driving home from a trip to town, Barbara swerves to avoid a dog and the car plunges into a river.",rephrase,"['Driving back from a trip to town, they crash the car and are killed.']",3,0.625,4,8,#,-1
Beetlejuice,109894,5,"Jane immediately sells the house to the Deetz family, from New York City.",rephrase,"[""The couple's house is then sold and in move the new owners from New York City.""]",4,0.75,4,8,#,-1
Beetlejuice,109894,6,"Charles Deetz is a former real estate developer; his wife Delia, a sculptor; and his thirteen year old goth daughter Lydia, from his first marriage, is an aspiring photographer.",rephrase,"[""The Deetzes, who are Charles (Jeffrey Jones) and his wife Delia (Catherine O'Hara), her friend Otho (Glenn Shadix) and Charles' goth daughter Lydia (Winona Ryder) from his first marriage.""]",5,0.875,5,8,#,-1
Beetlejuice,109894,7,"Under the guidance of interior designer Otho, Delia begins to transform the house into a posh modern art piece.",delete,[],6,1.0,5,8,#,-1
Tremors (film),109913,0,"Tremors is a 1990 American monster comedy film directed by Ron Underwood, produced by Gale Anne Hurd, Brent Maddock, and S. S. Wilson, and written by Maddock, Wilson, and Underwood.",ssplit,"['Tremors is an American science fiction comedy horror movie.', 'It is set in Nevada and is directed by Ron Underwood.', 'The screenplay was written by S.S. Wilson and Brent Maddock.']",0,0.5,3,2,"The movie was made in 1990 by Gale Anne Hurd, Brent Maddock and S. S. Wilson.",1
Tremors (film),109913,1,"""Tremors"" was released by Universal Pictures and stars Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, and Reba McEntire.",delete,[],3,1.0,5,2,#,-1
Mir Taqi Mir,109936,0,"Mir Muhammad Taqi Mir (February 1723 - 21 September 1810), also known as Mir Taqi Mir or Meer Taqi Meer, was an Urdu poet of the 18th century Mughal India, and one of the pioneers who gave shape to the Urdu language itself.",ssplit,"['Mir Taqi Mir (born 1723 in Agra - died September 21, 1810 in Lucknow).', 'He was an Urdu poet and one of the pioneers who gave Urdu shape to itself.']",0,0.5,3,2,Mir Muhammad Taqi Mir (February 1723 - 21 September 1810) was an Urdu poet of the 18th century Mughal India. Mir Muhammad was one of the pioneers who gave shape to the Urdu language itself.,2
Mir Taqi Mir,109936,1,"He was one of the principal poets of the Delhi School of the Urdu ""ghazal"" and is often remembered as one of the best poets of the Urdu language.",delete,[],2,1.0,5,2,#,-1
Thubten Zopa Rinpoche,109958,0,"Thubten Zopa Rinpoche (Tibetan: ཐུབ་བསྟན་བཟོད་པ་ , Wylie: ""Thub-bstan Bzod-pa""",rephrase,['Thubten Zopa Rinpoche (born 1946) is a lama from Nepal.'],0,0.1,1,10,"Thubten Zopa Rinpoche, the other member of the team, started the study.",1
Thubten Zopa Rinpoche,109958,1,"Thubten Zopa Rinpoche, also called Lama Zopa Rinpoche has an extensive biography of him in the book ""The Lawudo Lama"" by Jamyang Wangmo.",rephrase,"[""There is an extensive biography of him in the book 'The Lawudo Lama', by Jamyang Wangmo.""]",1,0.2,1,10,#,-1
Thubten Zopa Rinpoche,109958,2,"Early in life, he was recognized as the reincarnation of the Lawudo Lama Kunzang Yeshe, from the same region (hence the title ""Rinpoche"").",delete,[],2,0.3,2,10,#,-1
Thubten Zopa Rinpoche,109958,3,He took his monastic vows at Dungkar Monastery in Tibet where he travelled in 1957.,rephrase,['He took his monks vows at Dungkar Monastery in Tibet and has received teachings from many high lamas.'],2,0.4,2,10,#,-1
Thubten Zopa Rinpoche,109958,4,"Lama Zopa is most noteworthy as the co-founder, with Lama Yeshe, of Kopan Monastery and the Foundation for the Preservation of the Mahayana Tradition (FPMT).",rephrase,"['Lama Zopa is the co-founder, with Lama Yeshe, of Kopan Monastery and the FPMT.']",3,0.5,3,10,#,-1
Thubten Zopa Rinpoche,109958,5,In 1972 he along with Lama Yeshe founded Tushita Meditation Centre near McLeod Ganj at village Dharamkot in Himachal Pradesh.,delete,[],4,0.6,3,10,#,-1
Thubten Zopa Rinpoche,109958,6,"Since the 1984 death of Lama Yeshe, Lama Zopa has served as the FPMT's spiritual director.",ignore,"[""Since the 1984 death of Lama Yeshe, Lama Zopa has served as the FPMT's spiritual director.""]",4,0.7,4,10,#,-1
